split	matrix	request	repetition	schedule_position	attempt_index	backend	budget	executed_iterations	status	wall_us	residual_inf
calibration	G10	smooth-tol6	2	6	0	gmres-ilut-cpu-v1	250	0	solver-failed	6.5419999999999998	inf
calibration	G10	smooth-tol6	2	6	1	gmres-ilu0-cpu-v1	250	0	solver-failed	402.75	inf
calibration	G10	smooth-tol6	2	6	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	10940.75	5.6843418860808015e-14
calibration	G10	smooth-tol6	3	7	0	gmres-ilut-cpu-v1	250	0	solver-failed	6.5839999999999996	inf
calibration	G10	smooth-tol6	3	7	1	gmres-ilu0-cpu-v1	250	0	solver-failed	387.70800000000003	inf
calibration	G10	smooth-tol6	3	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	9360.2090000000007	5.6843418860808015e-14
calibration	G10	smooth-tol6	4	2	0	gmres-ilut-cpu-v1	250	0	solver-failed	6.7080000000000002	inf
calibration	G10	smooth-tol6	4	2	1	gmres-ilu0-cpu-v1	250	0	solver-failed	439.875	inf
calibration	G10	smooth-tol6	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	11104.75	5.6843418860808015e-14
calibration	G10	smooth-tol10	0	10	0	gmres-ilut-cpu-v1	250	0	solver-failed	7.5410000000000004	inf
calibration	G10	smooth-tol10	0	10	1	gmres-ilu0-cpu-v1	250	0	solver-failed	459.791	inf
calibration	G10	smooth-tol10	0	10	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	11703.625	5.6843418860808015e-14
calibration	G10	smooth-tol10	1	3	0	gmres-ilut-cpu-v1	250	0	solver-failed	15.125	inf
calibration	G10	smooth-tol10	1	3	1	gmres-ilu0-cpu-v1	250	0	solver-failed	472.83300000000003	inf
calibration	G10	smooth-tol10	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	15176.875	5.6843418860808015e-14
calibration	G10	smooth-tol10	2	6	0	gmres-ilut-cpu-v1	250	0	solver-failed	8.2080000000000002	inf
calibration	G10	smooth-tol10	2	6	1	gmres-ilu0-cpu-v1	250	0	solver-failed	387.29199999999997	inf
calibration	G10	smooth-tol10	2	6	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	14803.708000000001	5.6843418860808015e-14
calibration	G10	smooth-tol10	3	7	0	gmres-ilut-cpu-v1	250	0	solver-failed	8.2919999999999998	inf
calibration	G10	smooth-tol10	3	7	1	gmres-ilu0-cpu-v1	250	0	solver-failed	515.45799999999997	inf
calibration	G10	smooth-tol10	3	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	16251.084000000001	5.6843418860808015e-14
calibration	G10	smooth-tol10	4	2	0	gmres-ilut-cpu-v1	250	0	solver-failed	7.0419999999999998	inf
calibration	G10	smooth-tol10	4	2	1	gmres-ilu0-cpu-v1	250	0	solver-failed	392.625	inf
calibration	G10	smooth-tol10	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	12966.041999999999	5.6843418860808015e-14
calibration	G10	oscillatory-tol6	0	10	0	gmres-ilut-cpu-v1	250	0	solver-failed	13.416	inf
calibration	G10	oscillatory-tol6	0	10	1	gmres-ilu0-cpu-v1	250	0	solver-failed	457.125	inf
calibration	G10	oscillatory-tol6	0	10	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	12742.208000000001	4.2632564145606011e-14
calibration	G10	oscillatory-tol6	1	3	0	gmres-ilut-cpu-v1	250	0	solver-failed	6.9580000000000002	inf
calibration	G10	oscillatory-tol6	1	3	1	gmres-ilu0-cpu-v1	250	0	solver-failed	636.16700000000003	inf
calibration	G10	oscillatory-tol6	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	12713.709000000001	4.2632564145606011e-14
calibration	G10	oscillatory-tol6	2	6	0	gmres-ilut-cpu-v1	250	0	solver-failed	8.2080000000000002	inf
calibration	G10	oscillatory-tol6	2	6	1	gmres-ilu0-cpu-v1	250	0	solver-failed	535.70899999999995	inf
calibration	G10	oscillatory-tol6	2	6	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	37237.75	4.2632564145606011e-14
calibration	G10	oscillatory-tol6	3	7	0	gmres-ilut-cpu-v1	250	0	solver-failed	7	inf
calibration	G10	oscillatory-tol6	3	7	1	gmres-ilu0-cpu-v1	250	0	solver-failed	692.875	inf
calibration	G10	oscillatory-tol6	3	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	11864.166999999999	4.2632564145606011e-14
calibration	G10	oscillatory-tol6	4	2	0	gmres-ilut-cpu-v1	250	0	solver-failed	7.2919999999999998	inf
calibration	G10	oscillatory-tol6	4	2	1	gmres-ilu0-cpu-v1	250	0	solver-failed	533	inf
calibration	G10	oscillatory-tol6	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	12704.583000000001	4.2632564145606011e-14
calibration	G10	oscillatory-tol10	0	10	0	gmres-ilut-cpu-v1	250	0	solver-failed	7	inf
calibration	G10	oscillatory-tol10	0	10	1	gmres-ilu0-cpu-v1	250	0	solver-failed	443.5	inf
calibration	G10	oscillatory-tol10	0	10	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	11259.541999999999	4.2632564145606011e-14
calibration	G10	oscillatory-tol10	1	3	0	gmres-ilut-cpu-v1	250	0	solver-failed	7.625	inf
calibration	G10	oscillatory-tol10	1	3	1	gmres-ilu0-cpu-v1	250	0	solver-failed	382.66699999999997	inf
calibration	G10	oscillatory-tol10	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	14451.125	4.2632564145606011e-14
calibration	G10	oscillatory-tol10	2	6	0	gmres-ilut-cpu-v1	250	0	solver-failed	6.5	inf
calibration	G10	oscillatory-tol10	2	6	1	gmres-ilu0-cpu-v1	250	0	solver-failed	436.875	inf
calibration	G10	oscillatory-tol10	2	6	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	10348.5	4.2632564145606011e-14
calibration	G10	oscillatory-tol10	3	7	0	gmres-ilut-cpu-v1	250	0	solver-failed	14.709	inf
calibration	G10	oscillatory-tol10	3	7	1	gmres-ilu0-cpu-v1	250	0	solver-failed	764.91700000000003	inf
calibration	G10	oscillatory-tol10	3	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	11359.165999999999	4.2632564145606011e-14
calibration	G10	oscillatory-tol10	4	2	0	gmres-ilut-cpu-v1	250	0	solver-failed	6.9580000000000002	inf
calibration	G10	oscillatory-tol10	4	2	1	gmres-ilu0-cpu-v1	250	0	solver-failed	392.29199999999997	inf
calibration	G10	oscillatory-tol10	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	11704.25	4.2632564145606011e-14
calibration	G10	sparse-tol6	0	10	0	gmres-ilut-cpu-v1	250	0	solver-failed	6.75	inf
calibration	G10	sparse-tol6	0	10	1	gmres-ilu0-cpu-v1	250	0	solver-failed	603.125	inf
calibration	G10	sparse-tol6	0	10	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	10361.790999999999	9.3258734068513149e-15
calibration	G10	sparse-tol6	1	3	0	gmres-ilut-cpu-v1	250	0	solver-failed	5.5	inf
calibration	G10	sparse-tol6	1	3	1	gmres-ilu0-cpu-v1	250	0	solver-failed	396.875	inf
calibration	G10	sparse-tol6	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	10240.375	9.3258734068513149e-15
calibration	G10	sparse-tol6	2	6	0	gmres-ilut-cpu-v1	250	0	solver-failed	7.4580000000000002	inf
calibration	G10	sparse-tol6	2	6	1	gmres-ilu0-cpu-v1	250	0	solver-failed	386.625	inf
calibration	G10	sparse-tol6	2	6	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	10052.541999999999	9.3258734068513149e-15
calibration	G10	sparse-tol6	3	7	0	gmres-ilut-cpu-v1	250	0	solver-failed	8.75	inf
calibration	G10	sparse-tol6	3	7	1	gmres-ilu0-cpu-v1	250	0	solver-failed	422.916	inf
calibration	G10	sparse-tol6	3	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	9433.2919999999995	9.3258734068513149e-15
calibration	G10	sparse-tol6	4	2	0	gmres-ilut-cpu-v1	250	0	solver-failed	16.457999999999998	inf
calibration	G10	sparse-tol6	4	2	1	gmres-ilu0-cpu-v1	250	0	solver-failed	477.54199999999997	inf
calibration	G10	sparse-tol6	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	12831.333000000001	9.3258734068513149e-15
calibration	G10	sparse-tol10	0	10	0	gmres-ilut-cpu-v1	250	0	solver-failed	13.875	inf
calibration	G10	sparse-tol10	0	10	1	gmres-ilu0-cpu-v1	250	0	solver-failed	563.375	inf
calibration	G10	sparse-tol10	0	10	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	11002.209000000001	9.3258734068513149e-15
calibration	G10	sparse-tol10	1	3	0	gmres-ilut-cpu-v1	250	0	solver-failed	7.125	inf
calibration	G10	sparse-tol10	1	3	1	gmres-ilu0-cpu-v1	250	0	solver-failed	372.20800000000003	inf
calibration	G10	sparse-tol10	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	12123.915999999999	9.3258734068513149e-15
calibration	G10	sparse-tol10	2	6	0	gmres-ilut-cpu-v1	250	0	solver-failed	7.0419999999999998	inf
calibration	G10	sparse-tol10	2	6	1	gmres-ilu0-cpu-v1	250	0	solver-failed	649.08399999999995	inf
calibration	G10	sparse-tol10	2	6	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	23309.832999999999	9.3258734068513149e-15
calibration	G10	sparse-tol10	3	7	0	gmres-ilut-cpu-v1	250	0	solver-failed	7.8330000000000002	inf
calibration	G10	sparse-tol10	3	7	1	gmres-ilu0-cpu-v1	250	0	solver-failed	1113.5419999999999	inf
calibration	G10	sparse-tol10	3	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	12411.5	9.3258734068513149e-15
calibration	G10	sparse-tol10	4	2	0	gmres-ilut-cpu-v1	250	0	solver-failed	6.4589999999999996	inf
calibration	G10	sparse-tol10	4	2	1	gmres-ilu0-cpu-v1	250	0	solver-failed	392.625	inf
calibration	G10	sparse-tol10	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	13781.334000000001	9.3258734068513149e-15
calibration	G10	random-like-tol6	0	10	0	gmres-ilut-cpu-v1	250	0	solver-failed	12.459	inf
calibration	G10	random-like-tol6	0	10	1	gmres-ilu0-cpu-v1	250	0	solver-failed	880.625	inf
calibration	G10	random-like-tol6	0	10	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	16134	2.8421709430404007e-14
calibration	G10	random-like-tol6	1	3	0	gmres-ilut-cpu-v1	250	0	solver-failed	8.5839999999999996	inf
calibration	G10	random-like-tol6	1	3	1	gmres-ilu0-cpu-v1	250	0	solver-failed	386.29199999999997	inf
calibration	G10	random-like-tol6	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	15091.875	2.8421709430404007e-14
calibration	G10	random-like-tol6	2	6	0	gmres-ilut-cpu-v1	250	0	solver-failed	7.75	inf
calibration	G10	random-like-tol6	2	6	1	gmres-ilu0-cpu-v1	250	0	solver-failed	437	inf
calibration	G10	random-like-tol6	2	6	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	10600.541999999999	2.8421709430404007e-14
calibration	G10	random-like-tol6	3	7	0	gmres-ilut-cpu-v1	250	0	solver-failed	7.5	inf
calibration	G10	random-like-tol6	3	7	1	gmres-ilu0-cpu-v1	250	0	solver-failed	1064.375	inf
calibration	G10	random-like-tol6	3	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	11750.208000000001	2.8421709430404007e-14
calibration	G10	random-like-tol6	4	2	0	gmres-ilut-cpu-v1	250	0	solver-failed	7.1660000000000004	inf
calibration	G10	random-like-tol6	4	2	1	gmres-ilu0-cpu-v1	250	0	solver-failed	800.08299999999997	inf
calibration	G10	random-like-tol6	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	16590.583999999999	2.8421709430404007e-14
calibration	G10	random-like-tol10	0	10	0	gmres-ilut-cpu-v1	250	0	solver-failed	6.875	inf
calibration	G10	random-like-tol10	0	10	1	gmres-ilu0-cpu-v1	250	0	solver-failed	393.91699999999997	inf
calibration	G10	random-like-tol10	0	10	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	13420.291999999999	3.1086244689504383e-14
calibration	G10	random-like-tol10	1	3	0	gmres-ilut-cpu-v1	250	0	solver-failed	14.333	inf
calibration	G10	random-like-tol10	1	3	1	gmres-ilu0-cpu-v1	250	0	solver-failed	438.45800000000003	inf
calibration	G10	random-like-tol10	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	10066.333000000001	3.1086244689504383e-14
calibration	G10	random-like-tol10	2	6	0	gmres-ilut-cpu-v1	250	0	solver-failed	6.4589999999999996	inf
calibration	G10	random-like-tol10	2	6	1	gmres-ilu0-cpu-v1	250	0	solver-failed	380	inf
calibration	G10	random-like-tol10	2	6	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	9911	3.1086244689504383e-14
calibration	G10	random-like-tol10	3	7	0	gmres-ilut-cpu-v1	250	0	solver-failed	6.9160000000000004	inf
calibration	G10	random-like-tol10	3	7	1	gmres-ilu0-cpu-v1	250	0	solver-failed	377.625	inf
calibration	G10	random-like-tol10	3	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	18085.125	3.1086244689504383e-14
calibration	G10	random-like-tol10	4	2	0	gmres-ilut-cpu-v1	250	0	solver-failed	6.5830000000000002	inf
calibration	G10	random-like-tol10	4	2	1	gmres-ilu0-cpu-v1	250	0	solver-failed	440.91699999999997	inf
calibration	G10	random-like-tol10	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	10697.584000000001	3.1086244689504383e-14
calibration	ck400	smooth-tol6	0	11	0	gmres-ilut-cpu-v1	250	6	accepted	423.95800000000003	3.144532451981874e-06
calibration	ck400	smooth-tol6	1	3	0	gmres-ilut-cpu-v1	250	6	accepted	368.29199999999997	3.144532451981874e-06
calibration	ck400	smooth-tol6	2	7	0	gmres-ilut-cpu-v1	250	6	accepted	402.75	3.144532451981874e-06
calibration	ck400	smooth-tol6	3	8	0	gmres-ilut-cpu-v1	250	6	accepted	783.91600000000005	3.144532451981874e-06
calibration	ck400	smooth-tol6	4	2	0	gmres-ilut-cpu-v1	250	6	accepted	408.75	3.144532451981874e-06
calibration	ck400	smooth-tol10	0	11	0	gmres-ilut-cpu-v1	250	9	accepted	465.79199999999997	3.8798142476537123e-10
calibration	ck400	smooth-tol10	1	3	0	gmres-ilut-cpu-v1	250	9	accepted	433.95800000000003	3.8798142476537123e-10
calibration	ck400	smooth-tol10	2	7	0	gmres-ilut-cpu-v1	250	9	accepted	579.20799999999997	3.8798142476537123e-10
calibration	ck400	smooth-tol10	3	8	0	gmres-ilut-cpu-v1	250	9	accepted	401.83300000000003	3.8798142476537123e-10
calibration	ck400	smooth-tol10	4	2	0	gmres-ilut-cpu-v1	250	9	accepted	564.58399999999995	3.8798142476537123e-10
calibration	ck400	oscillatory-tol6	0	11	0	gmres-ilut-cpu-v1	250	6	accepted	854.58299999999997	1.6385111289984877e-07
calibration	ck400	oscillatory-tol6	1	3	0	gmres-ilut-cpu-v1	250	6	accepted	541.41600000000005	1.6385111289984877e-07
calibration	ck400	oscillatory-tol6	2	7	0	gmres-ilut-cpu-v1	250	6	accepted	419.5	1.6385111289984877e-07
calibration	ck400	oscillatory-tol6	3	8	0	gmres-ilut-cpu-v1	250	6	accepted	483.66699999999997	1.6385111289984877e-07
calibration	ck400	oscillatory-tol6	4	2	0	gmres-ilut-cpu-v1	250	6	accepted	435.16699999999997	1.6385111289984877e-07
calibration	ck400	oscillatory-tol10	0	11	0	gmres-ilut-cpu-v1	250	9	accepted	910.25	2.1917712089702945e-10
calibration	ck400	oscillatory-tol10	1	3	0	gmres-ilut-cpu-v1	250	9	accepted	427.75	2.1917712089702945e-10
calibration	ck400	oscillatory-tol10	2	7	0	gmres-ilut-cpu-v1	250	9	accepted	659.95799999999997	2.1917712089702945e-10
calibration	ck400	oscillatory-tol10	3	8	0	gmres-ilut-cpu-v1	250	9	accepted	784.58399999999995	2.1917712089702945e-10
calibration	ck400	oscillatory-tol10	4	2	0	gmres-ilut-cpu-v1	250	9	accepted	612.04200000000003	2.1917712089702945e-10
calibration	ck400	sparse-tol6	0	11	0	gmres-ilut-cpu-v1	250	6	accepted	799.45899999999995	1.646334473357882e-08
calibration	ck400	sparse-tol6	1	3	0	gmres-ilut-cpu-v1	250	6	accepted	771.04200000000003	1.646334473357882e-08
calibration	ck400	sparse-tol6	2	7	0	gmres-ilut-cpu-v1	250	6	accepted	405.04199999999997	1.646334473357882e-08
calibration	ck400	sparse-tol6	3	8	0	gmres-ilut-cpu-v1	250	6	accepted	607.29200000000003	1.646334473357882e-08
calibration	ck400	sparse-tol6	4	2	0	gmres-ilut-cpu-v1	250	6	accepted	405.375	1.646334473357882e-08
calibration	ck400	sparse-tol10	0	11	0	gmres-ilut-cpu-v1	250	10	accepted	508.291	9.8959333566170371e-13
calibration	ck400	sparse-tol10	1	3	0	gmres-ilut-cpu-v1	250	10	accepted	410.709	9.8959333566170371e-13
calibration	ck400	sparse-tol10	2	7	0	gmres-ilut-cpu-v1	250	10	accepted	445.666	9.8959333566170371e-13
calibration	ck400	sparse-tol10	3	8	0	gmres-ilut-cpu-v1	250	10	accepted	453.709	9.8959333566170371e-13
calibration	ck400	sparse-tol10	4	2	0	gmres-ilut-cpu-v1	250	10	accepted	537.91700000000003	9.8959333566170371e-13
calibration	ck400	random-like-tol6	0	11	0	gmres-ilut-cpu-v1	250	6	accepted	428.29199999999997	2.5301060500027006e-06
calibration	ck400	random-like-tol6	1	3	0	gmres-ilut-cpu-v1	250	6	accepted	363.834	2.5301060500027006e-06
calibration	ck400	random-like-tol6	2	7	0	gmres-ilut-cpu-v1	250	6	accepted	431.54199999999997	2.5301060500027006e-06
calibration	ck400	random-like-tol6	3	8	0	gmres-ilut-cpu-v1	250	6	accepted	353.79199999999997	2.5301060500027006e-06
calibration	ck400	random-like-tol6	4	2	0	gmres-ilut-cpu-v1	250	6	accepted	417.625	2.5301060500027006e-06
calibration	ck400	random-like-tol10	0	11	0	gmres-ilut-cpu-v1	250	9	accepted	468.541	9.1503971066941858e-11
calibration	ck400	random-like-tol10	1	3	0	gmres-ilut-cpu-v1	250	9	accepted	394.75	9.1503971066941858e-11
calibration	ck400	random-like-tol10	2	7	0	gmres-ilut-cpu-v1	250	9	accepted	469.125	9.1503971066941858e-11
calibration	ck400	random-like-tol10	3	8	0	gmres-ilut-cpu-v1	250	9	accepted	399.75	9.1503971066941858e-11
calibration	ck400	random-like-tol10	4	2	0	gmres-ilut-cpu-v1	250	9	accepted	449.45800000000003	9.1503971066941858e-11
calibration	dw256A	smooth-tol6	0	11	0	gmres-ilut-cpu-v1	250	29	accepted	8382.4169999999995	1.5337826717032321e-07
calibration	dw256A	smooth-tol6	1	3	0	gmres-ilut-cpu-v1	250	29	accepted	8309.75	1.5337826717032321e-07
calibration	dw256A	smooth-tol6	2	7	0	gmres-ilut-cpu-v1	250	29	accepted	7811	1.5337826717032321e-07
calibration	dw256A	smooth-tol6	3	8	0	gmres-ilut-cpu-v1	250	29	accepted	8051.875	1.5337826717032321e-07
calibration	dw256A	smooth-tol6	4	2	0	gmres-ilut-cpu-v1	250	29	accepted	8964.25	1.5337826717032321e-07
calibration	dw256A	smooth-tol10	0	11	0	gmres-ilut-cpu-v1	250	65	accepted	12665.5	6.3463817534525901e-11
calibration	dw256A	smooth-tol10	1	3	0	gmres-ilut-cpu-v1	250	65	accepted	9881.75	6.3463817534525901e-11
calibration	dw256A	smooth-tol10	2	7	0	gmres-ilut-cpu-v1	250	65	accepted	11421.541999999999	6.3463817534525901e-11
calibration	dw256A	smooth-tol10	3	8	0	gmres-ilut-cpu-v1	250	65	accepted	11225.083000000001	6.3463817534525901e-11
calibration	dw256A	smooth-tol10	4	2	0	gmres-ilut-cpu-v1	250	65	accepted	14128.833000000001	6.3463817534525901e-11
calibration	dw256A	oscillatory-tol6	0	11	0	gmres-ilut-cpu-v1	250	28	accepted	7883.125	6.9223860954537031e-07
calibration	dw256A	oscillatory-tol6	1	3	0	gmres-ilut-cpu-v1	250	28	accepted	7532.9579999999996	6.9223860954537031e-07
calibration	dw256A	oscillatory-tol6	2	7	0	gmres-ilut-cpu-v1	250	28	accepted	6956.5420000000004	6.9223860954537031e-07
calibration	dw256A	oscillatory-tol6	3	8	0	gmres-ilut-cpu-v1	250	28	accepted	7532.9170000000004	6.9223860954537031e-07
calibration	dw256A	oscillatory-tol6	4	2	0	gmres-ilut-cpu-v1	250	28	accepted	6931.7920000000004	6.9223860954537031e-07
calibration	dw256A	oscillatory-tol10	0	11	0	gmres-ilut-cpu-v1	250	39	gate-rejected	7514.625	3.518171154404115e-08
calibration	dw256A	oscillatory-tol10	0	11	1	gmres-ilu0-cpu-v1	250	107	gate-rejected	1929.2909999999999	0.28741480816209808
calibration	dw256A	oscillatory-tol10	0	11	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	624.79200000000003	1.3322676295501878e-15
calibration	dw256A	oscillatory-tol10	1	3	0	gmres-ilut-cpu-v1	250	39	gate-rejected	7682.9579999999996	3.518171154404115e-08
calibration	dw256A	oscillatory-tol10	1	3	1	gmres-ilu0-cpu-v1	250	107	gate-rejected	1894.375	0.28741480816209808
calibration	dw256A	oscillatory-tol10	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	761.08299999999997	1.3322676295501878e-15
calibration	dw256A	oscillatory-tol10	2	7	0	gmres-ilut-cpu-v1	250	39	gate-rejected	7742.0410000000002	3.518171154404115e-08
calibration	dw256A	oscillatory-tol10	2	7	1	gmres-ilu0-cpu-v1	250	107	gate-rejected	2305.75	0.28741480816209808
calibration	dw256A	oscillatory-tol10	2	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	890.04100000000005	1.3322676295501878e-15
calibration	dw256A	oscillatory-tol10	3	8	0	gmres-ilut-cpu-v1	250	39	gate-rejected	11530.083000000001	3.518171154404115e-08
calibration	dw256A	oscillatory-tol10	3	8	1	gmres-ilu0-cpu-v1	250	107	gate-rejected	3401.0830000000001	0.28741480816209808
calibration	dw256A	oscillatory-tol10	3	8	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	893.75	1.3322676295501878e-15
calibration	dw256A	oscillatory-tol10	4	2	0	gmres-ilut-cpu-v1	250	39	gate-rejected	9646.0830000000005	3.518171154404115e-08
calibration	dw256A	oscillatory-tol10	4	2	1	gmres-ilu0-cpu-v1	250	107	gate-rejected	2051.2080000000001	0.28741480816209808
calibration	dw256A	oscillatory-tol10	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	619	1.3322676295501878e-15
calibration	dw256A	sparse-tol6	0	11	0	gmres-ilut-cpu-v1	250	28	accepted	10374.041999999999	6.9826447374132941e-07
calibration	dw256A	sparse-tol6	1	3	0	gmres-ilut-cpu-v1	250	28	accepted	6265.2920000000004	6.9826447374132941e-07
calibration	dw256A	sparse-tol6	2	7	0	gmres-ilut-cpu-v1	250	28	accepted	9391	6.9826447374132941e-07
calibration	dw256A	sparse-tol6	3	8	0	gmres-ilut-cpu-v1	250	28	accepted	6989	6.9826447374132941e-07
calibration	dw256A	sparse-tol6	4	2	0	gmres-ilut-cpu-v1	250	28	accepted	8950.2080000000005	6.9826447374132941e-07
calibration	dw256A	sparse-tol10	0	11	0	gmres-ilut-cpu-v1	250	40	gate-rejected	9528.625	9.9136337821292013e-08
calibration	dw256A	sparse-tol10	0	11	1	gmres-ilu0-cpu-v1	250	56	gate-rejected	1109.6669999999999	0.081862600872635138
calibration	dw256A	sparse-tol10	0	11	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	956.16700000000003	6.6613381477509392e-16
calibration	dw256A	sparse-tol10	1	3	0	gmres-ilut-cpu-v1	250	40	gate-rejected	10047.290999999999	9.9136337821292013e-08
calibration	dw256A	sparse-tol10	1	3	1	gmres-ilu0-cpu-v1	250	56	gate-rejected	1574.1659999999999	0.081862600872635138
calibration	dw256A	sparse-tol10	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	806.25	6.6613381477509392e-16
calibration	dw256A	sparse-tol10	2	7	0	gmres-ilut-cpu-v1	250	40	gate-rejected	10776.709000000001	9.9136337821292013e-08
calibration	dw256A	sparse-tol10	2	7	1	gmres-ilu0-cpu-v1	250	56	gate-rejected	1323.2919999999999	0.081862600872635138
calibration	dw256A	sparse-tol10	2	7	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	1040.9169999999999	6.6613381477509392e-16
calibration	dw256A	sparse-tol10	3	8	0	gmres-ilut-cpu-v1	250	40	gate-rejected	10040.125	9.9136337821292013e-08
calibration	dw256A	sparse-tol10	3	8	1	gmres-ilu0-cpu-v1	250	56	gate-rejected	1081.6669999999999	0.081862600872635138
calibration	dw256A	sparse-tol10	3	8	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	905.70799999999997	6.6613381477509392e-16
calibration	dw256A	sparse-tol10	4	2	0	gmres-ilut-cpu-v1	250	40	gate-rejected	8308.0409999999993	9.9136337821292013e-08
calibration	dw256A	sparse-tol10	4	2	1	gmres-ilu0-cpu-v1	250	56	gate-rejected	922.20899999999995	0.081862600872635138
calibration	dw256A	sparse-tol10	4	2	2	accelerate-sparse-qr-cpu-v1	0	0	accepted	625.5	6.6613381477509392e-16
calibration	dw256A	random-like-tol6	0	11	0	gmres-ilut-cpu-v1	250	28	accepted	7024.3339999999998	7.5588198233944581e-07
calibration	dw256A	random-like-tol6	1	3	0	gmres-ilut-cpu-v1	250	28	accepted	6561.375	7.5588198233944581e-07
calibration	dw256A	random-like-tol6	2	7	0	gmres-ilut-cpu-v1	250	28	accepted	9715.0409999999993	7.5588198233944581e-07
calibration	dw256A	random-like-tol6	3	8	0	gmres-ilut-cpu-v1	250	28	accepted	6758.7079999999996	7.5588198233944581e-07
calibration	dw256A	random-like-tol6	4	2	0	gmres-ilut-cpu-v1	250	28	accepted	6908.7910000000002	7.5588198233944581e-07
calibration	dw256A	random-like-tol10	0	11	0	gmres-ilut-cpu-v1	250	66	accepted	9564.0830000000005	3.3534536258983394e-11
calibration	dw256A	random-like-tol10	1	3	0	gmres-ilut-cpu-v1	250	66	accepted	8773.875	3.3534536258983394e-11
calibration	dw256A	random-like-tol10	2	7	0	gmres-ilut-cpu-v1	250	66	accepted	9830.4159999999993	3.3534536258983394e-11
calibration	dw256A	random-like-tol10	3	8	0	gmres-ilut-cpu-v1	250	66	accepted	9587.625	3.3534536258983394e-11
calibration	dw256A	random-like-tol10	4	2	0	gmres-ilut-cpu-v1	250	66	accepted	11947.915999999999	3.3534536258983394e-11
heldout	nd3k	smooth-tol6	0	10	0	pcg-ic0-cpu-v1	250	0	solver-failed	340869.25	inf
heldout	nd3k	smooth-tol6	0	10	1	pcg-jacobi-cpu-v1	250	93	gate-rejected	333693.83299999998	0.092529113351287884
heldout	nd3k	smooth-tol6	0	10	2	accelerate-sparse-qr-cpu-v1	0	0	solver-failed	7401300.1660000002	inf
heldout	nd3k	smooth-tol6	0	10	3	superlu-dgssv-cpu-v1	0	0	accepted	14952114.708000001	8.0958330317404403e-13
heldout	nd3k	smooth-tol6	1	3	0	pcg-ic0-cpu-v1	250	0	solver-failed	371573.04200000002	inf
heldout	nd3k	smooth-tol6	1	3	1	pcg-jacobi-cpu-v1	250	93	gate-rejected	323470.58299999998	0.092529113351287884
heldout	nd3k	smooth-tol6	1	3	2	accelerate-sparse-qr-cpu-v1	0	0	solver-failed	7963156.7910000002	inf
heldout	nd3k	smooth-tol6	1	3	3	superlu-dgssv-cpu-v1	0	0	accepted	12454233.415999999	8.0958330317404
